GDS Record Locator,Reservation Date,Car Pick Up Date,Car Drop Off Date,Car Chain Code,Car Chain Name,Car Pick Up City,Car Pick Up State,Car Drop Off City,Car Drop Off State,Car Rental Days,Car Daily Rate,Car Category,Online Indicator
JVBWEF,2/2/11,2/7/11,2/11/11,AL,ALAMO RENT A CAR,Sacramento,CA,Sacramento,CA,4,37.00,Compact,Y
JVCRII,9/17/13,9/23/13,9/26/13,ZE,HERTZ RENT A CAR,Appleton,WI,Appleton,WI,3,78.16,Full Size,N
JVCULB,2/10/12,2/15/12,2/16/12,ET,ENTERPRISE CARS,West Palm Beach,FL,West Palm Beach,FL,1,25.00,Intermediate,N
JVEYJX,9/5/12,9/10/12,9/14/12,ZD,BUDGET RENT A CAR,Erie,PA,Erie,PA,4,63.00,Intermediate,N
JVHLDE,8/11/11,8/16/11,8/17/11,AL,ALAMO RENT A CAR,Lake Charles,LA,Lake Charles,LA,1,32.00,Compact,Y
JVJPFV,5/1/13,5/5/13,5/10/13,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,5,39.80,Minivan,Y
JVKRNI,8/3/11,8/7/11,8/19/11,ZL,NATIONAL CAR RENTAL,Denver,CO,Denver,CO,12,35.29,Economy,N
JVKTCD,4/8/11,4/11/11,4/12/11,ZR,DOLLAR RENT A CAR,San Antonio,TX,San Antonio,TX,1,61.00,Minivan,N
JVLZXQ,4/25/11,4/25/11,4/26/11,ZL,NATIONAL CAR RENTAL,Mc Allen,TX,Mc Allen,TX,1,51.00,Intermediate,N
JVMLFC,1/12/11,1/17/11,1/19/11,ZI,AVIS RENT A CAR,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,2,40.00,Intermediate,N
JVMSKB,9/4/13,9/13/13,9/14/13,AL,ALAMO RENT A CAR,Fairbanks,AK,Fairbanks,AK,1,32.00,Compact,Y
JVNSWD,2/4/11,2/6/11,2/10/11,ZD,BUDGET RENT A CAR,Tucson,AZ,Tucson,AZ,4,38.00,Intermediate,N
JVPHWP,9/8/11,9/13/11,9/13/11,ZD,BUDGET RENT A CAR,Ketchikan,AK,Ketchikan,AK,1,71.00,Compact,N
JVQZDP,12/7/11,12/12/11,12/14/11,ET,ENTERPRISE CARS,Orange County-John Wayne,CA,Orange County-John Wayne,CA,2,34.00,Compact,Y
JVQZDP,12/12/11,12/12/11,12/14/11,ET,ENTERPRISE CARS,Orange County-John Wayne,CA,Orange County-John Wayne,CA,2,34.00,Compact,Y
JVRPRY,6/7/11,6/10/11,6/11/11,AL,ALAMO RENT A CAR,Austin,TX,Austin,TX,1,20.00,Compact,N
JVSWFG,3/9/11,3/14/11,3/19/11,ET,ENTERPRISE CARS,Washington DC,DC,Washington DC,DC,5,27.00,Compact,Y
JVURWZ,8/2/12,8/7/12,8/7/12,ET,ENTERPRISE CARS,Memphis,TN,Memphis,TN,1,38.00,Compact,N
JVWLRB,9/7/11,9/11/11,9/24/11,ZD,BUDGET RENT A CAR,Tampa/St Petersburg,FL,Tampa/St Petersburg,FL,13,19.14,Compact,Y
JVXWDJ,10/3/11,10/5/11,10/6/11,ZD,BUDGET RENT A CAR,Tampa/St Petersburg,FL,Tampa/St Petersburg,FL,1,20.00,Intermediate,N
JVYCLN,4/9/12,4/10/12,4/14/12,ZR,DOLLAR RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,4,25.00,Compact,Y
JWACFY,9/21/11,9/25/11,9/29/11,ZR,DOLLAR RENT A CAR,Fairbanks,AK,Fairbanks,AK,4,52.00,Economy,Y
JWACFY,9/21/11,9/29/11,10/5/11,AL,ALAMO RENT A CAR,Anchorage,AK,Anchorage,AK,6,17.00,Economy,Y
JWCVCX,8/10/11,8/15/11,8/19/11,AL,ALAMO RENT A CAR,Atlanta,GA,Atlanta,GA,4,23.00,Economy,Y
JWCXLT,5/5/11,5/10/11,5/11/11,ZL,NATIONAL CAR RENTAL,Charlotte,NC,Charlotte,NC,1,41.00,Intermediate,N
JWDLJI,11/12/10,11/16/10,11/18/10,AL,ALAMO RENT A CAR,Colorado Springs,CO,Colorado Springs,CO,2,29.00,Compact,N
JWDVVL,9/15/11,9/20/11,9/20/11,ZT,THRIFTY RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,15.00,Economy,Y
JWDVVL,9/15/11,9/20/11,9/21/11,ZT,THRIFTY RENT A CAR,San Diego,CA,San Diego,CA,1,17.00,Economy,Y
JWEJTD,7/29/11,8/2/11,8/2/11,AL,ALAMO RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,43.00,Intermediate,N
JWHXOX,8/22/13,8/26/13,8/28/13,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,2,32.00,Intermediate,N
JWIHWN,11/24/10,11/30/10,12/2/10,ZT,THRIFTY RENT A CAR,Chicago-OHare,IL,Chicago-OHare,IL,2,46.00,Economy,Y
JWJEMJ,8/2/13,8/7/13,8/8/13,ET,ENTERPRISE CARS,Charlotte,NC,Charlotte,NC,1,36.00,Compact,Y
JWJOBZ,3/23/11,3/27/11,3/31/11,ZL,NATIONAL CAR RENTAL,Denver,CO,Denver,CO,4,25.00,Economy,Y
JWJPZS,7/27/11,7/31/11,8/4/11,ZT,THRIFTY RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,4,29.00,Economy,Y
JWKTXO,5/9/12,5/10/12,5/11/12,AL,ALAMO RENT A CAR,Louisville,KY,Louisville,KY,1,14.00,Intermediate,N
JWMKSZ,7/20/11,7/23/11,7/29/11,ZR,DOLLAR RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,6,22.83,Compact,Y
JWPBDG,3/23/12,5/8/12,5/10/12,ZL,NATIONAL CAR RENTAL,Winnipeg,MB,Winnipeg,MB,2,46.99,Compact,N
JWPBDG,5/8/12,5/8/12,5/9/12,ZL,NATIONAL CAR RENTAL,Winnipeg,MB,Winnipeg,MB,1,47.00,Compact,N
JWPBDG,5/9/12,5/8/12,5/10/12,ZL,NATIONAL CAR RENTAL,Winnipeg,MB,Winnipeg,MB,2,46.99,Compact,N
JWPOPE,3/14/12,3/19/12,3/22/12,ZI,AVIS RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,3,37.00,Intermediate,N
JWPOPE,3/20/12,3/19/12,3/22/12,ZI,AVIS RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,3,37.00,Intermediate,N
JWQIJV,2/6/13,2/10/13,2/15/13,ZT,THRIFTY RENT A CAR,Portland,OR,Portland,OR,5,18.40,Compact,Y
JWRBOB,9/14/12,9/18/12,9/18/12,ET,ENTERPRISE CARS,Detroit-Metro,MI,Detroit-Metro,MI,1,29.00,Compact,N
JWRCPN,5/16/13,5/20/13,5/21/13,AL,ALAMO RENT A CAR,Las Vegas,NV,Las Vegas,NV,1,50.71,Compact,N
JWROBQ,11/4/10,11/8/10,11/10/10,AL,ALAMO RENT A CAR,Tulsa,OK,Tulsa,OK,2,27.00,Compact,Y
JWRXFM,4/19/13,4/24/13,4/26/13,ZL,NATIONAL CAR RENTAL,Raleigh/Durham,NC,Raleigh/Durham,NC,2,63.00,Compact,Y
JWTDVP,3/23/12,3/26/12,3/27/12,ET,ENTERPRISE CARS,Detroit-Metro,MI,Detroit-Metro,MI,1,34.00,Compact,Y
JWUBIO,6/22/11,6/26/11,6/30/11,ET,ENTERPRISE CARS,Cincinnati,OH,Cincinnati,OH,4,28.00,Compact,Y
JWUBIO,6/24/11,6/27/11,6/30/11,ET,ENTERPRISE CARS,Cincinnati,OH,Cincinnati,OH,3,28.00,Compact,Y
JWWFAI,3/9/11,3/14/11,3/17/11,ET,ENTERPRISE CARS,Roanoke,VA,Roanoke,VA,3,30.00,Compact,N
JWWXIL,6/27/11,6/29/11,6/30/11,AL,ALAMO RENT A CAR,Phoenix,AZ,Phoenix,AZ,1,30.00,Compact,N
JWXWYK,3/21/12,3/24/12,3/27/12,ET,ENTERPRISE CARS,Salt Lake City,UT,Salt Lake City,UT,3,19.00,Intermediate,N
JWYHGY,7/20/11,7/24/11,7/29/11,ET,ENTERPRISE CARS,Orlando-Intl,FL,Orlando-Intl,FL,5,34.00,Compact,Y
JWZEPD,6/24/11,6/29/11,6/30/11,ZR,DOLLAR RENT A CAR,New Orleans,LA,New Orleans,LA,1,28.00,Intermediate,Y
JWZNWP,2/10/12,2/14/12,2/16/12,ZI,AVIS RENT A CAR,Jackson/Vicksburg,MS,Jackson/Vicksburg,MS,2,38.00,Compact,N
JXCAYC,12/28/10,1/10/11,1/11/11,ZL,NATIONAL CAR RENTAL,Edmonton-Intl,AB,Edmonton-Intl,AB,1,66.74,Compact,N
JXCAYC,12/28/10,1/10/11,1/11/11,ZL,NATIONAL CAR RENTAL,Edmonton-Intl,AB,Edmonton-Intl,AB,1,113.36,Compact,N
JXCAYC,12/28/10,1/11/11,1/12/11,ET,ENTERPRISE CARS,Calgary,AB,Calgary,AB,1,63.98,Compact,N
JXCAYC,12/28/10,1/11/11,1/12/11,ET,ENTERPRISE CARS,Calgary,AB,Calgary,AB,1,112.99,Compact,N
JXCAYC,12/28/10,1/12/11,1/13/11,ZI,AVIS RENT A CAR,Regina,SK,Regina,SK,1,54.81,Compact,N
JXCAYC,12/29/10,1/10/11,1/11/11,ZL,NATIONAL CAR RENTAL,Edmonton-Intl,AB,Edmonton-Intl,AB,1,,Compact,N
JXCAYC,12/29/10,1/11/11,1/12/11,ET,ENTERPRISE CARS,Calgary,AB,Calgary,AB,1,,Compact,N
JXCAYC,12/29/10,1/12/11,1/13/11,ZI,AVIS RENT A CAR,Regina,SK,Regina,SK,1,,Compact,N
JXCLKQ,1/3/11,1/5/11,1/6/11,AL,ALAMO RENT A CAR,Las Vegas,NV,Las Vegas,NV,1,18.00,Compact,N
JXCSRW,8/10/11,8/15/11,8/19/11,ZT,THRIFTY RENT A CAR,Atlanta,GA,Atlanta,GA,4,24.00,Compact,Y
JXDPSJ,8/23/12,8/28/12,8/29/12,AL,ALAMO RENT A CAR,Burbank,CA,Burbank,CA,1,33.00,Compact,N
JXDQBU,1/10/11,2/14/11,2/15/11,AL,ALAMO RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,1,40.00,Full Size,N
JXDQBU,1/10/11,2/15/11,2/18/11,AL,ALAMO RENT A CAR,Denver,CO,Denver,CO,3,39.00,Full Size,N
JXDVJO,7/20/11,7/25/11,7/26/11,ZR,DOLLAR RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,1,18.00,Intermediate,N
JXERUF,4/22/11,4/27/11,4/27/11,ZT,THRIFTY RENT A CAR,Dayton,OH,Dayton,OH,1,28.00,Compact,N
JXGRIB,5/10/12,5/15/12,5/17/12,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,2,12.00,Compact,Y
JXGRIB,5/10/12,5/15/12,5/17/12,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,2,25.46,Compact,Y
JXHDMH,8/18/11,8/23/11,8/23/11,ET,ENTERPRISE CARS,Burlington,VT,Burlington,VT,1,27.00,Compact,Y
JXICLD,1/5/11,1/7/11,1/7/11,ZT,THRIFTY RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,1,10.00,Compact,N
JXIDFH,10/17/12,10/22/12,10/25/12,ZR,DOLLAR RENT A CAR,Phoenix,AZ,Phoenix,AZ,3,35.00,Intermediate,Y
JXIVNZ,11/28/11,11/29/11,11/29/11,ZR,DOLLAR RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,1,31.00,Compact,Y
JXJLPH,8/3/11,8/7/11,8/10/11,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,3,34.00,Economy,N
JXKGQT,5/16/12,5/21/12,5/21/12,ZD,BUDGET RENT A CAR,Brunswick,GA,Brunswick,GA,1,52.00,Compact,N
JXLAKX,5/9/11,5/12/11,5/13/11,ZR,DOLLAR RENT A CAR,Dayton,OH,Dayton,OH,1,27.00,Compact,N
JXLUAW,3/5/12,3/8/12,3/9/12,ET,ENTERPRISE CARS,Phoenix,AZ,Phoenix,AZ,1,33.00,Compact,Y
JXLXNL,9/4/13,9/8/13,9/11/13,ZE,HERTZ RENT A CAR,Kansas City,MO,Kansas City,MO,3,37.00,Intermediate,Y
JXMUBW,6/22/11,6/25/11,9/13/11,ZT,THRIFTY RENT A CAR,Denver,CO,Denver,CO,80,21.38,Standard,Y
JXMVHZ,4/20/11,4/25/11,4/30/11,AL,ALAMO RENT A CAR,Anchorage,AK,Anchorage,AK,5,18.00,Economy,Y
JXNTVR,8/31/11,9/6/11,9/7/11,ZR,DOLLAR RENT A CAR,West Palm Beach,FL,West Palm Beach,FL,1,24.00,Compact,Y
JXOESE,8/26/13,8/26/13,8/28/13,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,2,53.00,Intermediate,N
JXOSTU,7/7/11,7/11/11,7/14/11,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,3,24.00,Compact,Y
JXQQQJ,8/28/13,9/2/13,9/6/13,ET,ENTERPRISE CARS,Kansas City,MO,Kansas City,MO,4,32.00,Economy,N
JXSKSU,8/15/12,8/27/12,8/29/12,ET,ENTERPRISE CARS,Indianapolis,IN,Indianapolis,IN,2,39.00,Economy,Y
JXSUKN,10/31/12,11/5/12,11/6/12,AL,ALAMO RENT A CAR,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,36.00,Compact,Y
JXTBQI,11/15/10,11/18/10,11/19/10,ZR,DOLLAR RENT A CAR,Ft. Lauderdale,FL,Ft. Lauderdale,FL,1,27.00,Economy,Y
JXUVFY,9/4/13,9/8/13,9/11/13,ET,ENTERPRISE CARS,Tucson,AZ,Tucson,AZ,3,21.35,Compact,Y
JXVEBD,5/8/13,5/13/13,5/16/13,AL,ALAMO RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,3,16.00,Intermediate,N
JXVGDR,2/23/11,2/28/11,2/28/11,ZD,BUDGET RENT A CAR,El Paso,TX,El Paso,TX,1,21.00,Compact,Y
JXWBAA,8/24/12,8/29/12,8/29/12,AL,ALAMO RENT A CAR,Panama City,FL,Panama City,FL,1,43.00,Intermediate,N
JXWBAA,8/27/12,9/6/12,9/6/12,AL,ALAMO RENT A CAR,Panama City,FL,Panama City,FL,1,43.00,Intermediate,N
JXWPUM,7/14/11,7/19/11,7/19/11,ZI,AVIS RENT A CAR,San Antonio,TX,San Antonio,TX,1,65.00,Intermediate,N
JXWRZN,10/17/11,10/19/11,10/20/11,AL,ALAMO RENT A CAR,St. Louis,MO,St. Louis,MO,1,70.00,Intermediate,N
JXWVDS,1/29/12,1/30/12,1/31/12,ET,ENTERPRISE CARS,Kansas City-Intl,MO,Kansas City-Intl,MO,1,45.00,Intermediate,N
JXYRIH,4/4/11,4/6/11,4/8/11,ZL,NATIONAL CAR RENTAL,Memphis,TN,Memphis,TN,2,56.00,Intermediate,N
JXZIVT,8/4/11,8/8/11,8/9/11,ET,ENTERPRISE CARS,Phoenix,AZ,Phoenix,AZ,1,37.00,Compact,N
JYAOHZ,1/14/11,1/18/11,1/19/11,ZE,HERTZ RENT A CAR,Tucson,AZ,Tucson,AZ,1,55.34,Intermediate,N
JYCCAX,11/16/11,11/17/11,11/17/11,ZD,BUDGET RENT A CAR,San Diego,CA,San Diego,CA,1,14.00,Compact,N
JYCGVM,8/31/12,9/6/12,9/7/12,ZL,NATIONAL CAR RENTAL,Albuquerque,NM,Albuquerque,NM,1,29.00,Intermediate,N
JYCUYM,12/3/10,12/5/10,12/10/10,ZT,THRIFTY RENT A CAR,Jacksonville,FL,Jacksonville,FL,5,25.80,Standard,N
JYDGRI,11/20/12,11/26/12,11/26/12,ZT,THRIFTY RENT A CAR,Little Rock,AR,Little Rock,AR,1,37.00,Compact,Y
JYDKAI,5/15/13,5/20/13,5/24/13,ET,ENTERPRISE CARS,San Antonio,TX,San Antonio,TX,4,9.00,Compact,Y
JYEUTZ,4/29/11,5/3/11,5/5/11,AL,ALAMO RENT A CAR,Phoenix,AZ,Phoenix,AZ,2,48.00,Intermediate,N
JYFKSF,4/4/12,4/9/12,4/13/12,ET,ENTERPRISE CARS,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,4,37.00,Compact,Y
JYGJFW,9/14/11,9/19/11,9/19/11,ET,ENTERPRISE CARS,Dayton,OH,Dayton,OH,1,33.00,Intermediate,N
JYIJFU,1/26/11,1/30/11,2/4/11,ET,ENTERPRISE CARS,Baltimore/Washington Intl,MD,Baltimore/Washington Intl,MD,5,22.00,Compact,Y
JYJYYC,6/8/11,6/13/11,6/16/11,ET,ENTERPRISE CARS,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,3,17.00,Compact,N
JYKCKL,1/5/11,1/9/11,1/14/11,AL,ALAMO RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,5,23.00,Intermediate,N
JYKPIP,7/31/12,8/2/12,8/3/12,ZD,BUDGET RENT A CAR,Orlando-Intl,FL,Orlando-Intl,FL,1,20.00,Compact,Y
JYKUXV,4/16/12,4/18/12,4/20/12,ZR,DOLLAR RENT A CAR,St. Louis,MO,St. Louis,MO,2,34.00,Compact,Y
JYNULM,8/15/12,8/16/12,8/16/12,ET,ENTERPRISE CARS,Eugene,OR,Eugene,OR,1,22.00,Economy,N
JYOWPY,2/21/13,2/26/13,2/28/13,ZR,DOLLAR RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,2,16.00,Economy,Y
JYOZXF,1/12/11,1/17/11,1/18/11,ZR,DOLLAR RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,1,17.00,Compact,N
JYRAEW,7/29/11,8/4/11,8/10/11,ZR,DOLLAR RENT A CAR,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,6,32.83,Compact,Y
JYRUKS,4/11/11,4/12/11,4/13/11,ZR,DOLLAR RENT A CAR,Pittsburgh,PA,Pittsburgh,PA,1,35.00,Compact,N
JYSNGM,11/5/10,11/8/10,11/10/10,ZR,DOLLAR RENT A CAR,Indianapolis,IN,Indianapolis,IN,2,45.00,Intermediate,N
JYSUNV,10/20/11,10/25/11,10/26/11,ZD,BUDGET RENT A CAR,Ketchikan,AK,Ketchikan,AK,1,71.00,Compact,Y
JYTYVX,11/23/12,11/27/12,11/27/12,AL,ALAMO RENT A CAR,Juneau,AK,Juneau,AK,1,34.00,Compact,N
JYTYVX,11/23/12,11/27/12,11/28/12,ET,ENTERPRISE CARS,Anchorage,AK,Anchorage,AK,1,40.05,Compact,N
JYUAPP,5/3/11,5/10/11,5/12/11,AL,ALAMO RENT A CAR,Minot,ND,Minot,ND,2,34.00,Compact,N
JYVMGP,2/10/12,2/22/12,2/24/12,AL,ALAMO RENT A CAR,San Diego,CA,San Diego,CA,2,45.24,Compact,N
JYVSGI,3/27/12,4/2/12,4/4/12,ET,ENTERPRISE CARS,Billings,MT,Billings,MT,2,26.00,Intermediate,Y
JYVSGI,4/1/12,4/2/12,4/4/12,ET,ENTERPRISE CARS,Billings,MT,Billings,MT,2,26.00,Intermediate,N
JYVSGI,4/2/12,4/3/12,4/4/12,ZT,THRIFTY RENT A CAR,Billings,MT,Billings,MT,1,24.00,Intermediate,N
JYVTDX,9/20/12,9/24/12,9/28/12,ET,ENTERPRISE CARS,Anchorage,AK,Anchorage,AK,4,16.00,Compact,N
JYXHZF,12/1/11,12/6/11,12/6/11,ZD,BUDGET RENT A CAR,Alexandria,LA,Alexandria,LA,1,21.00,Economy,Y
JYYSYQ,8/17/12,8/20/12,8/23/12,ET,ENTERPRISE CARS,Phoenix,AZ,Phoenix,AZ,3,64.00,Economy,Y
JYZEJJ,8/17/12,8/22/12,8/24/12,ZL,NATIONAL CAR RENTAL,Mobile,AL,Mobile,AL,2,38.00,Compact,Y
JZCUSG,12/8/10,12/13/10,12/15/10,AL,ALAMO RENT A CAR,Little Rock,AR,Little Rock,AR,2,39.59,Intermediate,N
JZDOJL,6/20/13,6/24/13,6/25/13,ET,ENTERPRISE CARS,Panama City,FL,Panama City,FL,1,33.00,Full Size,Y
JZDVKB,8/13/12,8/16/12,8/17/12,ZD,BUDGET RENT A CAR,Tucson,AZ,Tucson,AZ,1,36.00,Compact,N
JZELIM,6/22/11,6/26/11,6/30/11,ZD,BUDGET RENT A CAR,Honolulu - Oahu,HI,Honolulu - Oahu,HI,4,38.00,Compact,Y
JZFAEY,11/5/10,11/10/10,11/10/10,ZT,THRIFTY RENT A CAR,Dallas,TX,Dallas,TX,1,29.00,Compact,Y
JZFHJF,1/2/13,1/6/13,1/18/13,AL,ALAMO RENT A CAR,Atlanta,GA,Atlanta,GA,12,21.00,Economy,Y
JZGBHI,4/19/12,4/25/12,4/26/12,ZD,BUDGET RENT A CAR,Cleveland,OH,Cleveland,OH,1,59.00,Economy,Y
JZGUKQ,2/22/11,2/23/11,2/23/11,ZL,NATIONAL CAR RENTAL,Hilo - Hawaii,HI,Hilo - Hawaii,HI,1,23.00,Compact,N
JZGYOE,9/21/11,9/26/11,9/28/11,ZL,NATIONAL CAR RENTAL,Ontario,CA,Ontario,CA,2,39.00,Economy,Y
JZIXZW,12/1/11,12/5/11,12/7/11,ZT,THRIFTY RENT A CAR,St. Louis,MO,St. Louis,MO,2,15.00,Economy,Y
JZIYKN,6/8/11,6/13/11,6/15/11,ZD,BUDGET RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,2,59.00,Economy,Y
JZJFGG,8/25/11,8/28/11,8/29/11,ZL,NATIONAL CAR RENTAL,Newport News,VA,Newport News,VA,1,15.00,Economy,N
JZJGJJ,4/20/11,4/24/11,4/30/11,ZL,NATIONAL CAR RENTAL,Seattle/TacomA,WA,Seattle/TacomA,WA,6,26.50,Intermediate,Y
JZLUSW,9/9/11,9/14/11,9/18/11,ET,ENTERPRISE CARS,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,4,35.00,Intermediate,Y
JZLUSW,9/15/11,9/14/11,9/18/11,ET,ENTERPRISE CARS,Dallas/Ft Worth,TX,Dallas/Ft Worth,TX,4,35.00,Intermediate,N
JZNWRC,8/31/11,9/6/11,9/9/11,ET,ENTERPRISE CARS,Denver,CO,Denver,CO,3,29.00,Intermediate,Y
JZOAOF,10/19/12,10/23/12,10/23/12,ET,ENTERPRISE CARS,Cincinnati,OH,Cincinnati,OH,1,25.00,Economy,N
JZPLXD,4/5/12,4/10/12,4/10/12,ET,ENTERPRISE CARS,Cleveland,OH,Cleveland,OH,1,29.00,Compact,Y
JZQIKF,7/24/13,7/29/13,8/2/13,AD,ADVANTAGE,Albuquerque,NM,Albuquerque,NM,4,21.75,Compact,Y
JZRKLU,5/6/11,5/11/11,5/13/11,ZR,DOLLAR RENT A CAR,Kansas City-Intl,MO,Kansas City-Intl,MO,2,47.00,Intermediate,Y
JZRSIC,2/19/12,2/21/12,2/23/12,ZL,NATIONAL CAR RENTAL,Detroit-Metro,MI,Detroit-Metro,MI,2,42.00,Intermediate,N
JZRSIC,2/19/12,2/23/12,2/25/12,ZL,NATIONAL CAR RENTAL,Burlington,VT,Burlington,VT,2,70.00,Intermediate,N
JZTEPS,3/30/11,4/4/11,4/7/11,ZR,DOLLAR RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,3,14.00,Compact,N
JZUNFG,11/23/12,11/29/12,11/30/12,ET,ENTERPRISE CARS,Minneapolis/St Paul,MN,Minneapolis/St Paul,MN,1,34.00,Economy,Y
JZVDOK,2/11/13,2/14/13,2/15/13,ZD,BUDGET RENT A CAR,Los Angeles,CA,Los Angeles,CA,1,31.00,Compact,Y
JZVGRX,3/24/11,3/28/11,3/29/11,ZD,BUDGET RENT A CAR,St. Louis,MO,St. Louis,MO,1,24.00,Intermediate,N
JZVLJB,12/13/10,12/13/10,12/16/10,AL,ALAMO RENT A CAR,New Orleans,LA,New Orleans,LA,3,39.00,Compact,N
JZVOTH,6/20/11,6/23/11,6/23/11,AL,ALAMO RENT A CAR,Columbus,OH,Columbus,OH,1,36.99,Economy,N
JZZOYR,11/12/10,11/16/10,11/19/10,ZR,DOLLAR RENT A CAR,Anchorage,AK,Anchorage,AK,3,17.00,Economy,N
JZZOYR,11/16/10,11/16/10,11/19/10,ZR,DOLLAR RENT A CAR,Anchorage,AK,Anchorage,AK,3,17.00,Economy,N
KADPKT,8/8/11,8/7/11,8/10/11,ET,ENTERPRISE CARS,Cincinnati,OH,Cincinnati,OH,3,75.00,Full Size,N
KADSZK,10/31/12,11/4/12,11/9/12,AL,ALAMO RENT A CAR,Anchorage,AK,Anchorage,AK,5,32.84,Compact,Y
KAFWOU,12/7/11,12/12/11,12/14/11,ET,ENTERPRISE CARS,Miami,FL,Miami,FL,2,16.00,Compact,Y
KAGJAG,11/8/11,11/13/11,11/16/11,AL,ALAMO RENT A CAR,San Diego,CA,San Diego,CA,3,14.00,Compact,Y
KAHCOE,1/26/11,1/30/11,2/2/11,ZR,DOLLAR RENT A CAR,Detroit-Metro,MI,Detroit-Metro,MI,3,34.00,Compact,N
KAIFDU,8/11/11,8/15/11,8/17/11,ET,ENTERPRISE CARS,San Antonio,TX,San Antonio,TX,2,28.00,Economy,N
KAJZOY,1/4/12,1/10/12,1/11/12,ZD,BUDGET RENT A CAR,Burbank,CA,Burbank,CA,1,24.00,Intermediate,N
KALQGI,11/2/10,11/3/10,11/4/10,ZL,NATIONAL CAR RENTAL,New Orleans,LA,New Orleans,LA,1,71.00,Intermediate,N
KAMLNX,11/9/12,11/14/12,11/14/12,ZR,DOLLAR RENT A CAR,Fairbanks,AK,Fairbanks,AK,1,32.00,Economy,N
KAMSTS,12/13/10,12/15/10,12/15/10,ZL,NATIONAL CAR RENTAL,Jacksonville,FL,Jacksonville,FL,1,43.00,Compact,Y
KAOYVI,8/2/11,8/12/11,8/16/11,ZD,BUDGET RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,4,41.00,Compact,N
KAUYAY,3/12/12,3/13/12,3/15/12,ZR,DOLLAR RENT A CAR,San Diego,CA,San Diego,CA,2,35.79,Compact,N
KAVOML,4/18/12,4/23/12,4/25/12,ZL,NATIONAL CAR RENTAL,Portland,ME,Portland,ME,2,18.00,Economy,Y
KAZFSU,12/6/12,12/11/12,12/14/12,ZI,AVIS RENT A CAR,Washington DC,DC,Washington DC,DC,3,38.00,Economy,Y
KAZFSU,12/10/12,12/10/12,12/14/12,AL,ALAMO RENT A CAR,Washington DC,DC,Washington DC,DC,4,67.00,Economy,N
KAZSEY,5/19/11,5/23/11,5/27/11,AL,ALAMO RENT A CAR,Seattle/TacomA,WA,Seattle/TacomA,WA,4,18.00,Compact,Y
KAZVMG,10/7/11,10/9/11,10/13/11,AL,ALAMO RENT A CAR,Phoenix,AZ,Phoenix,AZ,4,41.00,Intermediate,N
KBAXOP,10/5/11,10/10/11,10/15/11,AC,ACE RENT A CAR,Las Vegas,NV,Las Vegas,NV,5,27.80,Economy,Y
KBBDYB,10/26/11,10/27/11,10/27/11,ZT,THRIFTY RENT A CAR,Lihue - Kauai,HI,Lihue - Kauai,HI,1,29.00,Intermediate,N
KBBUXM,6/22/11,6/27/11,6/30/11,ZD,BUDGET RENT A CAR,Sacramento,CA,Sacramento,CA,3,36.00,Compact,Y
KBGENW,9/10/12,9/13/12,9/13/12,AL,ALAMO RENT A CAR,Burbank,CA,Burbank,CA,1,23.00,Intermediate,N
KBGKES,1/27/11,2/1/11,2/3/11,ET,ENTERPRISE CARS,New Orleans,LA,New Orleans,LA,2,25.00,Standard,Y
KBHQUP,3/13/13,3/17/13,3/22/13,ZR,DOLLAR RENT A CAR,Salt Lake City,UT,Salt Lake City,UT,5,17.00,Economy,Y
