GDS Record Locator,Reservation Date,Ticket Issue Date,Trip Departure Date,Ticket Number,Airline Name,Cabin Class,Domestic / International Indicator,Origin Airport Code,Destination Airport Code,Routing,Invoice Amount,Tax Amount,Total Amount,Mileage,Exchange Indicator,Exchange Original Ticket Number,Refund  Indicator,Original Invoice Number,Online Indicator,Fare Category
2ZE9E6,9/27/10,10/7/10,10/12/10,8616445888,FRONTIER AIRLINES,Coach,D,DEN,DCA,DEN/DCA/DEN,351.63,47.77,399.4,2970.414318,N,,N,,Y,YCA City Pair Fare (Contract)
2ZEPBV,,10/28/10,10/19/10,8617047336,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,-105.7,0,-105.7,-1221.809058,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
2ZEPBV,9/27/10,10/20/10,10/20/10,8617457640,UNITED AIRLINES,Coach,D,DCA,ORD,DCA/ORD,99.49,2.51,102,610.9043794,Y,8617047336,N,8617047336,N,YCA City Pair Fare (Contract)
2ZEPBV,9/27/10,10/20/10,10/20/10,8617457649,UNITED AIRLINES,Coach,D,DCA,ORD,DCA/ORD,121.86,19.84,141.7,610.9043794,N,,N,,N,YCA City Pair Fare (Contract)
2ZEPBV,9/27/10,10/14/10,10/19/10,8617047336,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,176.74,34.66,211.4,1221.809058,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
2ZEREM,9/27/10,9/28/10,10/7/10,8615669210,ALASKA,Coach,D,DCA,SEA,DCA/SEA/DCA,444.66,54.74,499.4,4649.514123,N,,N,,N,YCA City Pair Fare (Contract)
2ZG7E5,9/27/10,10/13/10,10/17/10,,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,347.4,,347.4,894.5282589,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
2ZIL7H,9/27/10,10/7/10,10/12/10,,VIRGIN AMERICA,Coach,D,SFO,LAX,SFO/LAX/SFO,129.4,,129.4,675.7402632,N,,N,,Y,Economy Restricted Fare (Non-Contract)
2ZJZJI,9/27/10,10/13/10,10/18/10,8616919994,FRONTIER AIRLINES,Coach,D,DEN,DCA,DEN/DCA/DEN,398.14,51.26,449.4,2970.414318,N,,N,,Y,YCA City Pair Fare (Contract)
2ZPZ67,9/28/10,10/21/10,10/28/10,8617546507,AMERICAN,Coach,D,ORD,GRB,ORD/GRB/ORD,141.4,32,173.4,347.9573476,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZPZHC,,10/19/10,10/18/10,8616919876,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,-176.74,-34.66,-211.4,-1221.809058,N,,Y,,Y,_CA Deep Discount City Pair Fare (Contract)
2ZPZHC,9/28/10,10/13/10,10/18/10,8616919876,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,176.74,34.66,211.4,1221.809058,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
322OA3,10/20/10,10/22/10,11/1/10,8617642244,UNITED AIRLINES,Coach,D,HNL,LAX,HNL/LAX/HNL,295.92,37.69,333.61,5110.390954,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
323Q6J,10/20/10,10/21/10,10/26/10,8617546591,FRONTIER AIRLINES,Coach,D,MKE,MSP,MKE/MSP/MKE,165.58,32.32,197.9,594.5266268,N,,N,,Y,YCA City Pair Fare (Contract)
324DND,10/20/10,10/21/10,10/27/10,8617570272,US AIRWAYS,Coach,D,PHL,CRW,PHL/DCA/CRW/CLT/PHL,1058.6,120.7,1179.3,1034.609544,N,,N,,Y,Economy Discounted Government (Non-Contract)
324W2S,10/20/10,10/21/10,10/25/10,,SOUTHWEST AIR,Coach,D,RNO,LAS,RNO/LAS,162.7,,162.7,345.9329102,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
326AR8,,12/5/10,11/17/10,8619206663,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,-176.74,-34.66,-211.4,-1897.501878,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
326AR8,10/20/10,11/12/10,11/17/10,8619206663,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,176.74,34.66,211.4,1897.501878,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
3273IL,,11/10/10,11/10/10,8617642461,FRONTIER AIRLINES,Coach,D,SFO,DEN,SFO/DEN,-92.09,-17.61,-109.7,-954.4091293,N,,Y,,Y,Economy Discounted Government (Non-Contract)
3273IL,10/20/10,10/22/10,11/9/10,,SOUTHWEST AIR,Coach,D,DEN,SFO,DEN/SFO/DEN,109.7,,109.7,1908.817923,N,,N,,Y,Economy Restricted Fare (Non-Contract)
3273IL,10/20/10,10/22/10,11/10/10,8617642461,FRONTIER AIRLINES,Coach,D,SFO,DEN,SFO/DEN,92.09,17.61,109.7,954.4091293,N,,N,,Y,Economy Discounted Government (Non-Contract)
327LPC,10/20/10,10/22/10,10/28/10,,SOUTHWEST AIR,Coach,D,MCI,STL,MCI/STL/MCI,245.4,,245.4,474.8206928,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
328R8H,10/20/10,10/22/10,10/26/10,,SOUTHWEST AIR,Coach,D,DAL,ELP,DAL/ELP/DAL,447.4,,447.4,1124.526002,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
3295MI,10/20/10,10/20/10,10/25/10,8617494671,AMERICAN,Coach,D,ORD,CMH,ORD/CMH/ORD,186.05,35.35,221.4,592.4915179,N,,N,,Y,YCA City Pair Fare (Contract)
32B9DY,10/20/10,10/22/10,11/16/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
32DJRU,10/20/10,10/21/10,10/31/10,8617620481,DELTA AIR LINES,Coach,D,ATL,MDT,ATL/MDT/ATL,591.62,65.78,657.4,1240.05501,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32DJRU,10/20/10,11/3/10,11/5/10,8618471289,DELTA AIR LINES,Coach,D,MDT,ATL,MDT/ATL,,,,620.0274701,Y,8617620481,N,8617620481,N,_CA Deep Discount City Pair Fare (Contract)
32E9BW,10/20/10,10/21/10,10/25/10,8617586781,UNITED AIRLINES,Coach,D,IAD,CLE,IAD/CLE/IAD,362.8,48.6,411.4,576.1784525,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32EI2O,10/20/10,11/9/10,11/11/10,8618746872,US AIRWAYS,Coach,D,DCA,BOS,DCA/BOS/DCA,212.1,37.3,249.4,796.7495528,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
32F4VA,10/20/10,11/2/10,11/8/10,8618334478,DELTA AIR LINES,Coach,D,ATL,GPT,ATL/GPT/ATL,781.4,80,861.4,704.6699113,N,,N,,N,YCA City Pair Fare (Contract)
32GBC7,10/20/10,11/9/10,11/15/10,8618746818,FRONTIER AIRLINES,Coach,D,BOS,MCI,BOS/MKE/MCI/MKE/BOS,29.77,11.43,41.2,2590.405006,Y,8617494714,N,8617494714,N,Economy Discounted Government (Non-Contract)
32GBC7,10/20/10,10/20/10,11/15/10,8617494714,FRONTIER AIRLINES,Coach,D,BOS,MCI,BOS/MKE/MCI/BOS,541.39,71.21,612.6,2550.507751,N,,N,,N,Economy Discounted Government (Non-Contract)
32H3RN,10/20/10,10/21/10,10/26/10,8617586865,AMERICAN,Coach,D,DCA,IAH,DCA/DFW/IAH/DFW/DCA,507.9,79.4,587.3,2831.541947,N,,N,,Y,YCA City Pair Fare (Contract)
32JGVX,10/20/10,10/20/10,10/25/10,8617494670,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,407.44,51.96,459.4,2109.49372,N,,N,,Y,YCA City Pair Fare (Contract)
32LPNV,10/20/10,10/21/10,10/26/10,,AIRTRAN AIRLINES,Coach,D,ATL,RDU,ATL/RDU/ATL,223.4,,223.4,712.0043652,N,,N,,Y,Economy Restricted Fare (Non-Contract)
32MCM5,10/20/10,10/22/10,11/2/10,8617642210,FRONTIER AIRLINES,Coach,D,DEN,SLC,DEN/SLC,54.88,14.82,69.7,380.6915217,N,,N,,Y,Economy Discounted Government (Non-Contract)
32MCM5,10/20/10,10/22/10,11/1/10,,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,99.7,,99.7,761.3834087,N,,N,,Y,Economy Restricted Fare (Non-Contract)
32NIQZ,10/20/10,11/1/10,11/1/10,,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,69.7,,69.7,761.3834087,N,,N,,Y,Economy Restricted Fare (Non-Contract)
32NIQZ,10/20/10,11/1/10,11/2/10,8618334303,FRONTIER AIRLINES,Coach,D,DEN,SLC,DEN/SLC,54.88,14.82,69.7,380.6915217,N,,N,,Y,Economy Discounted Government (Non-Contract)
32NXHC,10/20/10,10/21/10,10/25/10,8617494744,AMERICAN,Coach,D,DCA,DFW,DCA/DFW/DCA,844.66,84.74,929.4,2382.178084,N,,N,,Y,YCA City Pair Fare (Contract)
32NXY2,10/20/10,10/22/10,10/28/10,8617642246,JET BLUE AIRWAYS,Coach,I,JFK,SJU,JFK/SJU/JFK,418,46.2,464.2,3206.12595,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32O42B,10/20/10,10/29/10,11/16/10,8618178637,AMERICAN,Coach,D,LAX,DCA,LAX/ORD/DCA/ORD/LAX,260.46,62.34,322.8,4707.643151,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
32O4N9,10/20/10,11/12/10,11/16/10,8619206683,AMERICAN,Coach,D,LAX,DCA,LAX/ORD/DCA/ORD/LAX,260.46,62.34,322.8,4707.643151,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
32PO52,10/20/10,10/21/10,12/6/10,8617620521,AMERICAN,Coach,D,SEA,OKC,SEA/DFW/OKC/DFW/SEA,262.32,62.48,324.8,3672.233117,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32PQEL,10/20/10,10/21/10,10/27/10,8617609346,DELTA AIR LINES,Coach,D,DCA,PIR,DCA/MSP/PIR/MSP/DCA,725.58,89.82,815.4,2558.013761,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32PV8H,10/20/10,10/21/10,10/27/10,8617609403,DELTA AIR LINES,Coach,D,DCA,PIR,DCA/MSP/PIR/MSP/DCA,725.58,89.82,815.4,2558.013761,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32Q7F9,10/20/10,10/21/10,10/26/10,8617586855,UNITED AIRLINES,Coach,D,SMF,DCA,SMF/ORD/DCA/ORD/SMF,491.16,79.64,570.8,4780.21936,N,,N,,Y,YCA City Pair Fare (Contract)
32RJ2Q,10/20/10,10/22/10,11/1/10,8617620657,AMERICAN,Coach,D,ORD,STL,ORD/STL/ORD,124.66,30.74,155.4,516.561215,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32S48S,10/20/10,11/23/10,11/28/10,,VIRGIN AMERICA,Coach,D,SAN,SFO,SAN/SFO/SAN,75.71,,75.71,894.5282589,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
32S48S,10/20/10,11/23/10,11/28/10,,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,175.7,,175.7,894.5282589,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
32SF8S,10/20/10,10/20/10,10/20/10,8617467536,DELTA AIR LINES,Coach,D,MSP,MDW,MSP/MDW,296.74,32.96,329.7,347.6464605,N,,N,,N,YCA City Pair Fare (Contract)
32SUSC,10/20/10,11/23/10,11/28/10,8619612733,FRONTIER AIRLINES,Coach,D,MCI,DCA,MCI/DCA/MCI,247.44,39.96,287.4,1897.501878,N,,N,,Y,YCA City Pair Fare (Contract)
32UQOQ,10/20/10,10/21/10,10/26/10,8617586744,US AIRWAYS,Coach,D,PHL,BUF,PHL/BUF/PHL,853.96,85.44,939.4,556.8386488,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32UXYD,10/20/10,11/4/10,11/5/10,8618663115,UNITED AIRLINES,Coach,D,SFO,TUS,SFO/LAX/TUS,,10.7,10.7,788.1030301,Y,8617666902,N,8617666902,N,YCA City Pair Fare (Contract)
32UXYD,10/20/10,10/22/10,10/31/10,8617666902,UNITED AIRLINES,Coach,D,TUS,SFO,TUS/LAX/SFO/TUS,351.62,58.48,410.1,1538.711335,N,,N,,Y,YCA City Pair Fare (Contract)
32VGQ2,,10/22/10,10/25/10,8617494662,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,-543.26,-62.14,-605.4,-2109.49372,N,,Y,,N,YCA City Pair Fare (Contract)
32VGQ2,10/20/10,10/20/10,10/25/10,8617494662,AMERICAN,Coach,D,DFW,LAS,DFW/LAS/DFW,543.26,62.14,605.4,2109.49372,N,,N,,N,YCA City Pair Fare (Contract)
32VHP5,10/20/10,10/22/10,11/8/10,,SOUTHWEST AIR,Coach,D,SMF,BUR,SMF/BUR/SMF,317.4,,317.4,718.740403,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
32VYFW,10/20/10,10/21/10,10/26/10,8617546520,AMERICAN,Coach,D,DFW,SAT,DFW/SAT/DFW,408.37,52.03,460.4,494.6094574,N,,N,,Y,Economy Discounted Government (Non-Contract)
32WNLG,10/20/10,10/21/10,11/16/10,8617620523,FRONTIER AIRLINES,Coach,D,DCA,MCI,DCA/MCI/DCA,247.44,39.96,287.4,1897.501878,N,,N,,Y,YCA City Pair Fare (Contract)
32WWI7,10/20/10,10/21/10,11/16/10,8617620434,US AIRWAYS,Coach,D,PHL,BUF,PHL/BUF/PHL,853.96,85.44,939.4,556.8386488,N,,N,,Y,YCA City Pair Fare (Contract)
32X454,,11/11/10,10/27/10,,DELTA AIR LINES,Coach,D,GPT,HSV,GPT/ATL/HSV/ATL/GPT,-169.31,0,-169.31,-1007.149394,N,,Y,,N,Economy Unrestricted Fare (Non-Contract)
32X454,10/20/10,10/22/10,10/27/10,8617666856,DELTA AIR LINES,Coach,D,GPT,HSV,GPT/ATL/HSV/ATL/GPT,1021.4,119.4,1140.8,1007.149394,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
32XLWO,10/20/10,10/21/10,11/14/10,8617620460,UNITED AIRLINES,Coach,D,SFO,ABQ,SFO/ABQ/SFO,398.14,49.76,447.9,1790.696036,N,,N,,Y,YCA City Pair Fare (Contract)
32Z9FQ,,12/7/10,11/14/10,,UNITED AIRLINES,Coach,D,TUS,SFO,TUS/LAX/SFO/TUS,-270.4,0,-270.4,-1538.711335,N,,Y,,Y,YCA City Pair Fare (Contract)
32Z9FQ,10/20/10,10/22/10,11/14/10,8617666896,UNITED AIRLINES,Coach,D,TUS,SFO,TUS/LAX/SFO/TUS,351.62,58.48,410.1,1538.711335,N,,N,,Y,YCA City Pair Fare (Contract)
32Z9FQ,10/20/10,11/8/10,11/15/10,8618746702,UNITED AIRLINES,Coach,D,TUS,SFO,TUS/LAX/SFO/LAX/TUS,351.62,69.18,420.8,1576.205267,N,,N,,Y,YCA City Pair Fare (Contract)
32ZH2Y,10/20/10,10/21/10,10/28/10,8617620517,AMERICAN,Coach,D,DFW,MEM,DFW/MEM/DFW,176.74,30.16,206.9,861.8314873,N,,N,,Y,Economy Discounted Government (Non-Contract)
32ZO8N,10/20/10,10/21/10,11/15/10,8617620516,UNITED AIRLINES,Coach,D,DCA,ORD,DCA/ORD/DCA,176.74,34.66,211.4,1221.809058,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32ZO8N,10/20/10,11/19/10,11/19/10,8619612587,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA,,,,610.9046789,Y,8617620516,N,8617620516,N,_CA Deep Discount City Pair Fare (Contract)
32ZUCR,10/20/10,10/21/10,10/27/10,8617620445,AMERICAN,Coach,D,ORD,DFW,ORD/DFW/ORD,253.02,40.38,293.4,1605.213566,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
32ZWX5,10/20/10,10/21/10,10/25/10,8617494745,AMERICAN,Coach,D,DFW,LIT,DFW/LIT/DFW,241.86,39.54,281.4,606.6963762,N,,N,,Y,Economy Discounted Government (Non-Contract)
3332UB,10/21/10,10/21/10,10/26/10,,SOUTHWEST AIR,Coach,D,BOS,BWI,BOS/BWI/BOS,119.4,,119.4,739.2739037,N,,N,,N,Economy Restricted Fare (Non-Contract)
333O2B,10/21/10,10/22/10,10/25/10,8617642317,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO/IAD,370.24,49.16,419.4,4830.898039,N,,N,,N,YCA City Pair Fare (Contract)
333O2B,10/21/10,11/17/10,11/18/10,8619361026,UNITED AIRLINES,Coach,D,SFO,IAD,SFO/IAD,,,,2415.449173,Y,8617642317,N,8617642317,N,YCA City Pair Fare (Contract)
334GWO,10/21/10,10/22/10,11/2/10,,SOUTHWEST AIR,Coach,D,DAL,TUL,DAL/TUL/DAL,287.9,,287.9,476.3621106,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
334UWJ,10/21/10,10/22/10,10/25/10,8617620670,UNITED AIRLINES,Coach,D,ORD,DCA,ORD/DCA/ORD,210.23,37.17,247.4,1221.809058,N,,N,,N,YCA City Pair Fare (Contract)
337PQY,10/21/10,10/22/10,10/26/10,,SOUTHWEST AIR,Coach,D,MHT,BWI,MHT/BWI/MHT,287.4,,287.4,753.8841687,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
33A7O2,10/20/10,10/22/10,10/28/10,8617620699,AMERICAN,Coach,D,ORD,DTW,ORD/DTW/ORD,163.72,33.68,197.4,469.0381448,N,,N,,N,YCA City Pair Fare (Contract)
33ALVH,10/20/10,11/12/10,11/17/10,8619206634,AMERICAN,Coach,D,DFW,DCA,DFW/DCA/DFW,444.66,54.74,499.4,2382.178084,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
33AP9C,10/20/10,10/21/10,11/15/10,8617620577,UNITED AIRLINES,Coach,D,SFO,SNA,SFO/SNA/SFO,182.32,35.08,217.4,744.0654308,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
33CSJX,10/20/10,10/21/10,10/25/10,8617570408,FRONTIER AIRLINES,Coach,D,DCA,MCI,DCA/MCI/DCA,176.74,34.66,211.4,1897.501878,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
33D45M,10/20/10,10/22/10,10/26/10,,SOUTHWEST AIR,Coach,D,OAK,TUS,OAK/LAX/TUS/LAX/OAK,512.8,,512.8,1575.64583,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
33D8IW,10/20/10,10/22/10,11/3/10,,SOUTHWEST AIR,Coach,D,MCI,STL,MCI/STL/MCI,245.4,,245.4,474.8206928,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
33DEJO,10/20/10,10/21/10,10/26/10,,SOUTHWEST AIR,Coach,D,GEG,BOI,GEG/BOI/GEG,239.4,,239.4,575.0129505,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
33DEJO,10/20/10,10/28/10,10/29/10,,SOUTHWEST AIR,Coach,D,BOI,GEG,BOI/GEG,,,,287.5063465,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
33DGNR,10/20/10,10/20/10,10/21/10,8617494719,AMERICAN,Coach,D,LRD,SDF,LRD/DFW/SDF,346.98,47.42,394.4,1129.856484,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
33H275,10/21/10,10/21/10,10/26/10,8617546592,AMERICAN,Coach,D,EWR,DFW,EWR/DFW/EWR,481.86,57.54,539.4,2742.076549,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
33H275,10/21/10,10/28/10,10/29/10,8618113354,AMERICAN,Coach,D,DFW,EWR,DFW/EWR,,,,1371.038375,Y,8617546592,N,8617546592,N,_CA Deep Discount City Pair Fare (Contract)
33X4MV,10/21/10,10/21/10,11/2/10,8617620556,UNITED AIRLINES,Coach,D,PDX,DCA,PDX/ORD/DCA/ORD/PDX,400,72.8,472.8,4694.442564,N,,N,,Y,YCA City Pair Fare (Contract)
33X56V,10/21/10,11/11/10,11/11/10,8619066462,UNITED AIRLINES,Coach,I,STR,MCO,STR/FRA/MCO,698,93,791,4838.00489,N,,N,,N,YCA City Pair Fare (Contract)
33X56V,10/21/10,11/11/10,11/11/10,8619066461,UNITED AIRLINES,Coach,I,STR,MCO,STR/FRA/MCO,698,93,791,4838.00489,N,,N,,N,YCA City Pair Fare (Contract)
33YM7E,10/21/10,10/22/10,11/4/10,8617702521,AMERICAN,Coach,D,LGA,ORD,LGA/ORD/LGA,219.54,37.86,257.4,1464.084353,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
33ZXDZ,,10/8/10,9/20/10,8609012429,UNITED AIRLINES,Coach,D,MSO,SMF,MSO/DEN/SMF,-378.61,-49.79,-428.4,-1574.195028,N,,Y,,Y,YCA City Pair Fare (Contract)
33ZXDZ,,10/8/10,9/23/10,8609439719,ALASKA,Coach,D,SMF,MSO,SMF/SEA/MSO,-319.4,0,-319.4,-994.5498805,N,,Y,,N,YCA City Pair Fare (Contract)
343M6Q,10/22/10,10/25/10,10/26/10,,SOUTHWEST AIR,Coach,D,OAK,TUS,OAK/SAN/TUS/LAX/OAK,540.8,,540.8,1601.286834,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
343MQ3,10/22/10,10/22/10,11/8/10,,SOUTHWEST AIR,Coach,D,OAK,SAN,OAK/SAN/OAK,351.4,,351.4,893.8369019,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
344FLN,10/22/10,10/22/10,10/25/10,,AIRTRAN AIRLINES,Coach,D,ATL,MCO,ATL/MCO/ATL,571.4,,571.4,808.8590748,N,,N,,Y,Economy Restricted Fare (Non-Contract)
344FUV,10/22/10,10/21/10,11/1/10,8617620570,ALASKA,Coach,D,BOI,LAX,BOI/PDX/LAX/SEA/BOI,256.75,62.05,318.8,2533.698229,N,,N,,N,Economy Discounted Government (Non-Contract)
344FUV,10/22/10,10/21/10,11/1/10,8617620570,ALASKA,Coach,D,BOI,LAX,BOI/PDX/LAX/SEA/BOI,256.75,62.05,318.8,2533.698229,N,,N,,N,Economy Discounted Government (Non-Contract)
345I2Y,10/22/10,10/22/10,10/26/10,,AIRTRAN AIRLINES,Coach,D,IND,ATL,IND/ATL/IND,255.4,,255.4,866.8908462,N,,N,,Y,Economy Restricted Fare (Non-Contract)
346GJY,10/21/10,10/28/10,11/2/10,8618012511,DELTA AIR LINES,Coach,D,ATL,DCA,ATL/DCA/ATL,280.94,42.46,323.4,1095.766184,N,,N,,N,Economy Discounted Government (Non-Contract)
346GJY,10/21/10,11/2/10,11/3/10,8618471132,DELTA AIR LINES,Coach,D,DCA,ATL,DCA/ATL,,,,547.8830405,Y,8618012511,N,8618012511,N,Economy Discounted Government (Non-Contract)
346GLM,10/21/10,10/26/10,11/2/10,8617840775,DELTA AIR LINES,Coach,D,ATL,DCA,ATL/DCA/ATL,280.94,42.46,323.4,1095.766184,N,,N,,N,Economy Discounted Government (Non-Contract)
3475V2,10/21/10,10/22/10,10/24/10,,SOUTHWEST AIR,Coach,D,BWI,BOS,BWI/BOS/BWI,159.4,,159.4,739.2739037,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
347CXJ,10/21/10,10/22/10,10/25/10,,SOUTHWEST AIR,Coach,D,OAK,LAS,OAK/LAS/OAK,407.4,,407.4,813.5326266,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
347D4G,10/22/10,10/22/10,11/2/10,,SOUTHWEST AIR,Coach,D,LAS,PHX,LAS/PHX_TUS/LAS,320.4,,320.4,619.1600428,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
347DIF,10/22/10,10/22/10,11/1/10,,SOUTHWEST AIR,Coach,D,SMF,BUR,SMF/BUR_SAN/SMF,328.4,,328.4,840.3224032,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
347EIQ,10/22/10,10/22/10,11/9/10,,SOUTHWEST AIR,Coach,D,DEN,PHL,DEN/PHL/DEN,319.4,,319.4,3133.56239,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
347EPZ,10/22/10,10/22/10,10/26/10,8617666880,DELTA AIR LINES,Coach,D,IAD,ATL,IAD/ATL/IAD,200,36.4,236.4,1067.825683,N,,N,,Y,YCA City Pair Fare (Contract)
347ERP,10/22/10,10/22/10,11/1/10,,SOUTHWEST AIR,Coach,D,TUS,LAX,TUS/LAX/TUS,197.4,,197.4,900.4650034,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
347U47,10/21/10,10/22/10,11/1/10,,AIRTRAN AIRLINES,Coach,D,ATL,DCA,ATL/DCA/ATL,287.4,,287.4,1095.766184,N,,N,,Y,Economy Restricted Fare (Non-Contract)
3495SL,10/21/10,10/22/10,10/27/10,8617620652,AMERICAN,Coach,D,DFW,BOS,DFW/BOS/DFW,470.7,56.7,527.4,3121.099295,N,,N,,Y,_CA Deep Discount City Pair Fare (Contract)
349BEH,10/21/10,10/22/10,10/26/10,8617642330,AMERICAN,Coach,D,DFW,HOU,DFW/HOU/DFW,565.58,62.32,627.9,494.8782011,N,,N,,N,YCA City Pair Fare (Contract)
349PV4,,10/26/10,10/26/10,,SOUTHWEST AIR,Coach,D,HOU,DAL,HOU/DAL,-7,0,-7,-240.2401765,N,,Y,,N,Economy Unrestricted Fare (Non-Contract)
349PV4,10/21/10,10/26/10,10/26/10,,SOUTHWEST AIR,Coach,D,HOU,DAL,HOU/DAL,7,,7,240.2401765,N,,N,,N,Economy Unrestricted Fare (Non-Contract)
349PV4,10/21/10,10/22/10,10/24/10,,SOUTHWEST AIR,Coach,D,DAL,HOU,DAL/HOU/DAL,291.9,,291.9,480.4806028,N,,N,,Y,Economy Unrestricted Fare (Non-Contract)
34BZNQ,,11/2/10,11/16/10,8618113394,DELTA AIR LINES,Coach,D,MDW,DTW,MDW/DTW/MDW,-600.94,-66.46,-667.4,-458.2797268,N,,Y,,N,YCA City Pair Fare (Contract)
34BZNQ,,12/7/10,11/14/10,8618113392,UNITED AIRLINES,Coach,D,IAD,DEN,IAD/DEN_ORD/DCA,-463.7,0,-463.7,-2072.899046,N,,P,,N,_CA Deep Discount City Pair Fare (Contract)
34BZNQ,,12/3/10,11/15/10,8618113393,AMERICAN,Coach,D,DEN,ORD,DEN/ORD,-101.4,-18.3,-119.7,-899.2947663,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
34BZNQ,,12/3/10,11/14/10,8618113392,UNITED AIRLINES,Coach,D,IAD,DEN,IAD/DEN_ORD/DCA,-105.7,0,-105.7,-2072.899046,N,,P,,N,_CA Deep Discount City Pair Fare (Contract)
34BZNQ,10/21/10,10/28/10,11/15/10,8618113393,AMERICAN,Coach,D,DEN,ORD,DEN/ORD,101.4,18.3,119.7,899.2947663,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34BZNQ,10/21/10,10/28/10,11/14/10,8618113392,UNITED AIRLINES,Coach,D,IAD,DEN,IAD/DEN_ORD/DCA,509.77,59.63,569.4,2072.899046,N,,N,,N,_CA Deep Discount City Pair Fare (Contract)
34BZNQ,10/21/10,10/28/10,11/16/10,8618113394,DELTA AIR LINES,Coach,D,MDW,DTW,MDW/DTW/MDW,600.94,66.46,667.4,458.2797268,N,,N,,N,YCA City Pair Fare (Contract)
34CJ5D,,10/29/10,10/27/10,8617570386,UNITED AIRLINES,Coach,D,IAD,SFO,IAD/SFO_PDX/IAD,-470.7,-56.7,-527.4,-4739.392884,N,,Y,,N,_CA Deep Discount City Pair Fare (Contract)
